id,org_id,org_name,name,aka,website,social_media,clli,notes,net_count,ix_count,carrier_count,sales_email,sales_phone,region_continent,created,updated,status,address1,address2,city,country,state,zipcode,latitude,longitude
1426,7603,EVRY Datacenter Gjøvik,EVRY AS Gjøvik,,http://www.evry.com,"[{'service': 'website', 'identifier': 'http://www.evry.com'}]",,,2,0,0,,,Europe,2013-04-06T00:00:00Z,2025-09-26T22:44:28Z,ok,Hans Mustads gate 31,,Gjøvik,NO,Innlandet,2821,60.792146,10.681565
1429,35807,Eindhoven Fiber eXchange B.V.,EFX,,http://www.efx.nl/,"[{'service': 'website', 'identifier': 'http://www.efx.nl/'}]",,,26,1,7,,,Europe,2013-03-27T00:00:00Z,2025-09-26T22:44:28Z,ok,Prof Dr Dorgelolaan 40,,Eindhoven,NL,,5613 AM,51.445601,5.494271
1439,7511,NESSUS,Nessus NDC1,Nessus Datacenter 1,http://www.nessus.at,"[{'service': 'website', 'identifier': 'http://www.nessus.at'}]",,,14,0,2,,,Europe,2013-04-06T00:00:00Z,2025-09-26T22:44:29Z,ok,Fernkorngasse 10,,Vienna,AT,Wien,1100,48.179683,16.363922
1441,7716,DnsHosting,DnsHosting Torino PdF,,http://www.dnshosting.it,"[{'service': 'website', 'identifier': 'http://www.dnshosting.it'}]",,,0,0,0,,,Europe,2013-05-03T00:00:00Z,2025-09-26T22:44:29Z,ok,Corso Svizzera 185,,Turin,IT,IT,10149,45.090615,7.658883
1442,7052,Host.it S.p.A.,Host.it DC1,,https://host.it,"[{'service': 'website', 'identifier': 'https://host.it'}]",,,5,0,0,,,Europe,2013-05-03T00:00:00Z,2025-09-26T22:44:29Z,ok,Corso Svizzera 185,,Turin,IT,IT,10149,45.090688,7.660825
1457,2,"Equinix, Inc.","Equinix HE3 - Helsinki, Suvilahti",,http://www.equinix.com/locations/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/locations/'}]",,,12,1,5,,,Europe,2013-05-02T00:00:00Z,2025-09-26T22:44:30Z,ok,Parrukatu 2,,Helsinki,FI,,00540,60.185146,24.970015
1458,2,"Equinix, Inc.","Equinix HE4 - Helsinki, Hansa",,http://www.equinix.com/locations/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/locations/'}]",,,1,0,3,,,Europe,2013-05-02T00:00:00Z,2025-09-26T22:44:30Z,ok,Myllynkivenkuja 4,,Vantaa,FI,,01620,60.284212,24.841203
1459,2,"Equinix, Inc.","Equinix HE5 - Helsinki, Viikinmäki",,http://www.equinix.com/locations/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/locations/'}]",,,8,0,5,,,Europe,2013-05-02T00:00:00Z,2025-09-26T22:44:30Z,ok,Sahamyllyntie 4,,Helsinki,FI,,00560,60.220067,24.985015
1461,7722,ColoCenter b.v.,ColoCenter Zoetermeer,,http://www.colocenter.nl,"[{'service': 'website', 'identifier': 'http://www.colocenter.nl'}]",,,14,1,2,info@colocenter.nl,,Europe,2013-05-03T00:00:00Z,2025-09-26T22:44:30Z,ok,Heliumstraat 200,,Zoetermeer,NL,,2718 RS,52.033382,4.496007
1498,7708,YarTranzitTelecom CJS,YarTT,,http://www.yar-tt.ru,"[{'service': 'website', 'identifier': 'http://www.yar-tt.ru'}]",,,0,1,0,,,Europe,2013-05-02T00:00:00Z,2025-09-26T22:44:33Z,ok,"Pobedi street, 16b",,Yaroslavl,RU,,150003,57.637389,39.875539
1503,7704,S-NET Sp. z o.o.,S-NET KRAKOW DATA CENTER KRDC-2,,http://www.s-net.pl/en/data-center-3/locations/biprostal-krdc-2-2.html,"[{'service': 'website', 'identifier': 'http://www.s-net.pl/en/data-center-3/locations/biprostal-krdc-2-2.html'}]",,,8,1,0,,,Europe,2013-05-02T00:00:00Z,2025-09-26T22:44:33Z,ok,Krolewska 57,,Krakow,PL,,30-081,50.070834,19.920621
1504,7704,S-NET Sp. z o.o.,S-NET KRAKOW DATA CENTER KRDC-1,,http://www.s-net.pl/en/data-center-3/locations/krdc-1-2.html,"[{'service': 'website', 'identifier': 'http://www.s-net.pl/en/data-center-3/locations/krdc-1-2.html'}]",,,6,0,0,,,Europe,2013-05-02T00:00:00Z,2025-09-26T22:44:33Z,ok,J. Lea 114,,Krakow,PL,,30-133,50.072462,19.902937
1506,942,GlobalConnect Group,GlobalConnect Glostrup,"GLOS, GLOS57",https://www.globalconnect.dk/tjenester/datacenter,"[{'service': 'website', 'identifier': 'https://www.globalconnect.dk/tjenester/datacenter'}]",,Aquired from Nianet A/S in 2018.,3,0,0,,,Europe,2013-05-12T00:00:00Z,2025-09-26T22:44:33Z,ok,Ejby Industrivej 1,,Glostrup,DK,,2600,55.693734,12.420409
1511,7788,Centre de Calcul de l'Institut National de Physique NuclÃ©aire et de Physique des Particules,CC IN2P3,,http://cc.in2p3.fr/,"[{'service': 'website', 'identifier': 'http://cc.in2p3.fr/'}]",,,10,1,3,,,Europe,2013-05-20T00:00:00Z,2025-09-26T22:44:34Z,ok,21 Avenue Pierre de Coubertin,,Villeurbanne,FR,,69100,45.782598,4.86519
1512,1988,Artfiles New Media GmbH,Artfiles w408,,http://www.artfiles.de,"[{'service': 'website', 'identifier': 'http://www.artfiles.de'}]",,,7,1,1,,,Europe,2013-05-20T00:00:00Z,2025-09-26T22:44:34Z,ok,Wendenstrasse 408,,Hamburg,DE,HH,20537,53.550542,10.048753
1515,2,"Equinix, Inc.","Equinix ZH5 - Zurich, South",,https://www.equinix.com/locations/switzerland-colocation/zurich-data-centers/zh5/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/switzerland-colocation/zurich-data-centers/zh5/'}]",,"This facility is part of an Equinix Campus with diverse, sub-10km [Campus Cross Connects] (https://www.equinix.com/resources/data-sheets/cross-connects/) available to the following IBX's:

[Zurich ZH2] (https://www.peeringdb.com/fac/83)

[Zurich ZH4] (https://www.peeringdb.com/fac/833)",54,3,5,,,Europe,2013-05-26T00:00:00Z,2025-09-26T22:44:35Z,ok,Allmendstrasse 13,Oberengstringen,Zurich,CH,ZH,8102,47.405667,8.46174
1516,7840,BrainServe SA,Brainserve,,http://www.brainserve.ch/en/,"[{'service': 'website', 'identifier': 'http://www.brainserve.ch/en/'}]",,,19,3,1,,,Europe,2013-06-01T00:00:00Z,2025-09-26T22:44:35Z,ok,Route de Marcolet 39,,Crissier,CH,VD,1023,46.544786,6.57446
1519,7843,Fastnet SpA,Fastnet Ancona DC,Fastnet SpA - FiberWide group,http://www.fastnet.it,"[{'service': 'website', 'identifier': 'http://www.fastnet.it'}]",,,1,0,0,commerciale@fastnet.it,,Europe,2013-06-01T00:00:00Z,2025-09-26T22:44:35Z,ok,Via Grandi 44/C,,Ancona,IT,AN,60131,43.571578,13.502971
1532,8980,3S S.A.,3S Data Center Katowice,,http://www.3s.pl,"[{'service': 'website', 'identifier': 'http://www.3s.pl'}]",,,12,2,0,,,Europe,2013-06-23T00:00:00Z,2025-09-26T22:44:36Z,ok,ul. Gospodarcza 12,,Katowice,PL,Si,40-432,,
1533,7966,IPCore Datacenter SL,IPCore Datacenter Madrid,,http://ipcore.com/,"[{'service': 'website', 'identifier': 'http://ipcore.com/'}]",,,15,1,0,,,Europe,2013-07-02T00:00:00Z,2025-09-26T22:44:36Z,ok,Calle Marzo 16,,Madrid,ES,,28022,40.44598,-3.570053
1534,11061,Energie AG Oberösterreich Services und Digital Solutions GmbH,Energie AG Data PowerTower Provider Room,,http://www.energieagdata.at,"[{'service': 'website', 'identifier': 'http://www.energieagdata.at'}]",,,1,0,0,,,Europe,2013-07-02T00:00:00Z,2025-09-26T22:44:36Z,ok,Böhmerwaldstrasse 3,,Linz,AT,,4021,48.293367,14.291336
1535,11061,Energie AG Oberösterreich Services und Digital Solutions GmbH,Energie AG Data PowerCube,,http://www.energieagdata.at,"[{'service': 'website', 'identifier': 'http://www.energieagdata.at'}]",,,2,0,0,,,Europe,2013-07-02T00:00:00Z,2025-09-26T22:44:36Z,ok,Löwenzahnweg 11,4030 Linz,Linz,AT,Oberösterreich,4030,48.247557,14.272284
1536,8592,Digital Realty,Digital Realty Paris PAR7,Interxion Paris 7 (La Courneuve),https://www.interxion.com/,"[{'service': 'website', 'identifier': 'https://www.interxion.com/'}]",,,19,0,3,sales@digitalrealty.com,+33153563610,Europe,2013-07-02T00:00:00Z,2025-09-26T22:44:36Z,ok,3 Rue Râteau,La Courneuve,Paris,FR,,93120,48.924907,2.403
1542,8068,DataCell,DataCell Reykjavik 1,,http://www.datacell.com,"[{'service': 'website', 'identifier': 'http://www.datacell.com'}]",,,1,0,0,,,Europe,2013-07-20T00:00:00Z,2025-09-26T22:44:37Z,ok,HÃ¶fdatorg,,Reykjavik,IS,,101,,
1543,8068,DataCell,DataCell Keflavik 1,,http://www.datacell.com,"[{'service': 'website', 'identifier': 'http://www.datacell.com'}]",,,1,0,0,,,Europe,2013-07-20T00:00:00Z,2025-09-26T22:44:37Z,ok,,,Keflavik,IS,,230,64.004152,-22.559051
1547,13072,Verne Global,Verne London,Verne,https://www.verneglobal.com/united-kingdom,"[{'service': 'website', 'identifier': 'https://www.verneglobal.com/united-kingdom'}]",,,39,1,1,sales@verneglobal.com,,Europe,2013-07-20T00:00:00Z,2025-09-26T22:44:37Z,ok,36-43 Great Sutton Street,,London,GB,,EC1V0AB,51.523353,-0.101245
1548,8100,Next Generation Data,NGD Newport,,http://www.nextgenerationdata.co.uk/,"[{'service': 'website', 'identifier': 'http://www.nextgenerationdata.co.uk/'}]",,,12,1,1,,,Europe,2013-07-26T00:00:00Z,2025-09-26T22:44:37Z,ok,Celtic Way,Duffryn,Newport,GB,,NP10 8UW,,
1549,2184,Unix-Solutions BV,Unix-Solutions DC Zaventem,USDC Zaventem,https://datacenters.unix-solutions.be/zaventem,"[{'service': 'website', 'identifier': 'https://datacenters.unix-solutions.be/zaventem'}]",,"Carrier Neutral Tier III Datacenter.
Fully redundant paths for power and cooling able to maintain the datacenter without service interruption.

There are several international and national carriers within the datacenter and we host more than one national Internet Exchange.

Datacenter founded in 2013 and 100% uptime since then.",11,2,1,sales@unix-solutions.be,,Europe,2013-07-26T00:00:00Z,2025-09-26T22:44:37Z,ok,Hoge Wei 37,,Zaventem,BE,Vlaams-Brabant,1930,50.875242,4.499556
1567,942,GlobalConnect Group,GlobalConnect Sätra,GlobalConnect Sätra,https://www.globalconnect.se/tjanster/colocation,"[{'service': 'website', 'identifier': 'https://www.globalconnect.se/tjanster/colocation'}]",,,6,4,2,sales@globalconnect.se,,Europe,2013-07-29T00:00:00Z,2025-09-26T22:44:38Z,ok,Storsätragränd 3,,Stockholm,SE,,12739,59.282234,17.923317
1568,942,GlobalConnect Group,GlobalConnect Hammarby,SESTO1095,https://www.globalconnect.se/tjanster/colocation,"[{'service': 'website', 'identifier': 'https://www.globalconnect.se/tjanster/colocation'}]",,,8,0,2,sales@globalconnect.se,,Europe,2013-07-29T00:00:00Z,2025-09-26T22:44:38Z,ok,Hammarby Fabriksväg 23,,Stockholm,SE,ST,12030,,
1580,8122,Positivo SRL,Positivo Salerno,,http://www.positivonet.it,"[{'service': 'website', 'identifier': 'http://www.positivonet.it'}]",,,1,0,0,alfredo.pierro@positivonet.it,+393351402618,Europe,2013-11-05T00:00:00Z,2025-09-26T22:44:39Z,ok,Via San Leonardo 52,,Salerno,IT,SA,84100,40.650657,14.820108
1599,7344,OPCORE,OPCORE - DC4 / PAR4,,https://www.opcore.com/,"[{'service': 'website', 'identifier': 'https://www.opcore.com/'}]",,Paris 15ème,1,0,0,hello@opcore.eu,,Europe,2013-08-21T00:00:00Z,2025-09-26T22:44:39Z,ok,58 BOULEVARD LEFEBVRE,,Paris,FR,Paris,75015,48.829578,2.295931
1600,366,"GTS Novera, a.s.",GTS Nagano Prague,,http://www.gtsnovera.cz/,"[{'service': 'website', 'identifier': 'http://www.gtsnovera.cz/'}]",,,3,0,0,,,Europe,2013-08-21T00:00:00Z,2025-09-26T22:44:39Z,ok,U nakladoveho nadrazi 3156/6,,Prague,CZ,,13000,50.083412,14.478692
1602,2698,Glesys AB,Glesys Stockholm 1,,https://glesys.com/locations/our-data-centers/stockholm/,"[{'service': 'website', 'identifier': 'https://glesys.com/locations/our-data-centers/stockholm/'}]",,,27,7,4,,,Europe,2013-09-06T00:00:00Z,2026-02-12T11:45:24Z,ok,Västberga Allé 60,,Stockholm,SE,,12630,59.289728,18.016676
1621,8256,Amatis Networks,Amatis Newbury,,http://www.amatisnetworks.com,"[{'service': 'website', 'identifier': 'http://www.amatisnetworks.com'}]",,,0,0,0,,,Europe,2013-09-18T00:00:00Z,2025-09-26T22:44:41Z,ok,Castle Industrial Park,,Newbury,GB,,RG14 2EZ,51.410224,-1.304674
1624,749,National Post and Telecom Agency,Gothenburg/B,,http://www.pts.se,"[{'service': 'website', 'identifier': 'http://www.pts.se'}]",,,1,2,0,,,Europe,2013-09-06T00:00:00Z,2025-09-26T22:44:41Z,ok,,,Gothenburg,SE,,,,
1625,749,National Post and Telecom Agency,Stockholm/B,,http://www.pts.se,"[{'service': 'website', 'identifier': 'http://www.pts.se'}]",,,2,4,0,,,Europe,2013-09-06T00:00:00Z,2025-09-26T22:44:41Z,ok,,,Stockholm,SE,,,,
1626,749,National Post and Telecom Agency,Sundsvall/B,,http://www.pts.se,"[{'service': 'website', 'identifier': 'http://www.pts.se'}]",,,1,2,0,,,Europe,2013-09-06T00:00:00Z,2025-09-26T22:44:41Z,ok,,,Sundsvall,SE,,,,
1628,749,National Post and Telecom Agency,Stockholm/C,,http://www.pts.se,"[{'service': 'website', 'identifier': 'http://www.pts.se'}]",,,2,4,1,,,Europe,2013-09-06T00:00:00Z,2025-09-26T22:44:41Z,ok,,,Stockholm,SE,,,,
1629,8295,Luleå Kommun,Luleå Kommunhus,,,[],,,1,0,0,,,Europe,2013-09-06T00:00:00Z,2025-09-26T22:44:42Z,ok,Rådstugatan 11,,Luleå,SE,,97186,65.583236,22.144299
1635,3750,Voxility,Voxility IR1 Bucharest,,https://www.voxility.com,"[{'service': 'website', 'identifier': 'https://www.voxility.com'}]",BUCHRO,,23,1,3,,,Europe,2013-09-18T00:00:00Z,2025-10-24T11:44:13Z,ok,Dimitrie Pompei 9-9A,Building 24,Bucharest,RO,,020335,44.484488,26.117868
1646,13415,3U TELECOM GmbH,3U Rechenzentrum Berlin,,http://www.3utelecom.de/,"[{'service': 'website', 'identifier': 'http://www.3utelecom.de/'}]",,,16,2,2,,,Europe,2013-09-25T00:00:00Z,2025-09-26T22:44:43Z,ok,Lorenzweg 5,,Berlin,DE,,12099,52.455763,13.389075
1650,8420,DCStar NV,DCstar Datacenter Gent DCG,,https://www.dcstar.be/dcgent,"[{'service': 'website', 'identifier': 'https://www.dcstar.be/dcgent'}]",,,7,1,2,,,Europe,2013-10-07T00:00:00Z,2025-09-26T22:44:43Z,ok,Poortakkerstraat 33,9051 Gent,Ghent,BE,Oost-Vlaanderen,9051,51.026812,3.683342
1651,207,BSE Software GmbH,data11,,https://www.data11.ch,"[{'service': 'website', 'identifier': 'https://www.data11.ch'}]",,,3,1,0,,,Europe,2013-10-07T00:00:00Z,2025-09-26T22:44:43Z,ok,Glutz Blotzheim-Strasse 1,,Solothurn,CH,SO,4500,47.201818,7.528782
1655,8444,VTLWaveNet,VTLWaveNet Bern,,http://www.vtlwavenet.com,"[{'service': 'website', 'identifier': 'http://www.vtlwavenet.com'}]",,,0,0,0,,,Europe,2013-10-11T00:00:00Z,2025-09-26T22:44:44Z,ok,CoLocation,Stauffacherstrasse,Bern,CH,BE,3014,46.957571,7.437145
1656,8444,VTLWaveNet,VTLWaveNet Olten,,http://www.vtlwavenet.com,"[{'service': 'website', 'identifier': 'http://www.vtlwavenet.com'}]",,,1,0,0,,,Europe,2013-10-11T00:00:00Z,2025-09-26T22:44:44Z,ok,CoLocation,Depotweg 34,Olten,CH,SO,4600,,
1657,8444,VTLWaveNet,VTLWaveNet Zürich,,http://www.vtlwavenet.com,"[{'service': 'website', 'identifier': 'http://www.vtlwavenet.com'}]",,,0,0,0,,,Europe,2013-10-11T00:00:00Z,2025-09-26T22:44:44Z,ok,CoLocation,Badenerstrasse 569,Zuerich,CH,ZH,8048,,
1665,8478,Datacenter Groningen B.V.,Datacenter Groningen,,http://www.datacentergroningen.nl,"[{'service': 'website', 'identifier': 'http://www.datacentergroningen.nl'}]",,,6,1,3,,,Europe,2013-11-02T00:00:00Z,2025-09-26T22:44:44Z,ok,,,Zuidbroek,NL,GR,9636HV,,
1666,8521,Rekencentrum Rijksuniversiteit Groningen,Rekenhal,,http://www.rug.nl/about-us/organization/service-departments/centre-for-information-technology,"[{'service': 'website', 'identifier': 'http://www.rug.nl/about-us/organization/service-departments/centre-for-information-technology'}]",,,1,1,1,,,Europe,2013-11-02T00:00:00Z,2025-09-26T22:44:45Z,ok,Nettelbosje 1,,Groningen,NL,GR,9747AJ,53.238044,6.536082
1672,16785,Orange Polska Spolka Akcyjna,Orange Polska / Warsaw św. Barbary 10,,http://www.orange.pl/,"[{'service': 'website', 'identifier': 'http://www.orange.pl/'}]",,,19,0,0,,,Europe,2013-11-02T00:00:00Z,2025-09-26T22:44:45Z,ok,Św. Barbary 10,,Warsaw,PL,,00-686,52.227433,21.008976
1673,8532,Rax.bg Ltd.,RAX,,http://www.rax.bg,"[{'service': 'website', 'identifier': 'http://www.rax.bg'}]",,,0,1,0,,,Europe,2013-11-04T00:00:00Z,2025-09-26T22:44:45Z,ok,5030 Str,Druzhba-1 District 10,Sofia,BG,,1592,42.956073,23.359572
1674,6745,LWLcom GmbH,LWLcom Bremen BRE01,,http://www.lwlcom.com/,"[{'service': 'website', 'identifier': 'http://www.lwlcom.com/'}]",,,5,1,1,,,Europe,2013-11-04T00:00:00Z,2025-09-26T22:44:46Z,ok,Pastorenweg 70,,Bremen,DE,,28237,53.110922,8.764988
1675,8533,Datacenter Arnhem,Datacenter Arnhem KLW,,http://www.tdca.nl,"[{'service': 'website', 'identifier': 'http://www.tdca.nl'}]",,,2,0,0,,,Europe,2013-11-04T00:00:00Z,2025-09-26T22:44:46Z,ok,Westervoortsedijk 73,,Arnhem,NL,,6827 AV,51.970159,5.941177
1677,8534,PLUTEX GmbH,PLUTEX Bremen,,https://www.plutex.de,"[{'service': 'website', 'identifier': 'https://www.plutex.de'}]",,,5,1,1,,,Europe,2013-11-04T00:00:00Z,2025-09-26T22:44:46Z,ok,Hermann-Ritter-Str. 110,,Bremen,DE,Bremen,28197,53.075841,8.770335
1680,1602,Brightsolid Online Technology Ltd,brightsolid Dundee Data Centre,,http://www.brightsolid.com,"[{'service': 'website', 'identifier': 'http://www.brightsolid.com'}]",,,4,0,0,,,Europe,2013-11-05T00:00:00Z,2025-09-26T22:44:46Z,ok,Gateway House,Luna Place,Dundee,GB,,DD2 1TP,56.463688,-3.0551
1683,24568,ANS Group Limited,ANS - MAN5,UKFast - MANoC 5,https://www.ans.co.uk/,"[{'service': 'website', 'identifier': 'https://www.ans.co.uk/'}]",,,3,0,0,,,Europe,2013-11-12T00:00:00Z,2025-09-26T22:44:46Z,ok,Unit 19 Blackmore Road,Cobra Court,Manchester,GB,Lancashire,M32 0QY,53.46052,-2.32326
1684,24568,ANS Group Limited,ANS - MAN6,UKFast - MANoC 6,https://www.ans.co.uk/,"[{'service': 'website', 'identifier': 'https://www.ans.co.uk/'}]",,,11,0,1,,,Europe,2013-11-12T00:00:00Z,2025-09-26T22:44:46Z,ok,Unit 20a & 20b Blackmore Road,Cobra Court,Manchester,GB,,M32 0QY,53.46052,-2.32326
1686,942,GlobalConnect Group,GlobalConnect Hamburg (HAM1),HAMB1,https://www.globalconnect.dk/tjenester/datacenter,"[{'service': 'website', 'identifier': 'https://www.globalconnect.dk/tjenester/datacenter'}]",,,14,0,3,,,Europe,2013-11-20T00:00:00Z,2025-09-26T22:44:47Z,ok,Flughafen Strasse 54a,,Hamburg,DE,,22335,53.63873,10.01568
1687,942,GlobalConnect Group,GlobalConnect Hamburg (HAM2),HAMB2,https://www.globalconnect.dk/tjenester/datacenter,"[{'service': 'website', 'identifier': 'https://www.globalconnect.dk/tjenester/datacenter'}]",,,38,3,4,,,Europe,2013-11-20T00:00:00Z,2025-09-26T22:44:47Z,ok,Wendenstrasse 379,,Hamburg,DE,,20537,53.550969,10.046769
1692,8607,SBTAP,SBTAP01,,https://as59715.net,"[{'service': 'website', 'identifier': 'https://as59715.net'}]",,,1,0,0,,,Europe,2013-12-06T00:00:00Z,2025-09-26T22:44:47Z,ok,viale A. de Gasperi 124,,San Benedetto del Tronto,IT,AP,63074,42.943245,13.883056
1693,8606,InterConnect,InterConnect Datacenter,,http://www.interconnect.ro,"[{'service': 'website', 'identifier': 'http://www.interconnect.ro'}]",,,1,0,0,,,Europe,2013-12-06T00:00:00Z,2025-09-26T22:44:47Z,ok,"114A Foisorului street, 1st floor",,Bucharest,RO,,,44.415116,26.122688
1694,1001,WNET Global Network,WNET DC2 Kiev,,http://wnet.ua,"[{'service': 'website', 'identifier': 'http://wnet.ua'}]",,,6,0,0,,,Europe,2013-12-06T00:00:00Z,2025-09-26T22:44:47Z,ok,Leontovicha 9,,Kyiv,UA,,,50.445102,30.510193
1695,1001,WNET Global Network,WNET DC Kiev,,https://wnet.global,[],,,2,0,0,,,Europe,2013-12-06T00:00:00Z,2025-09-26T22:44:47Z,ok,"B. Khmelnitskogo, 48-a",,Kyiv,UA,,01030,,
1699,5905,ServerChoice Ltd,ServerChoice SC-1,,http://www.serverchoice.com,"[{'service': 'website', 'identifier': 'http://www.serverchoice.com'}]",,,4,0,0,,,Europe,2013-12-09T00:00:00Z,2025-09-26T22:44:48Z,ok,"Unit HJK, Gateway 1000,","Whittle Way,",Stevenage,GB,SG,12FP,51.888344,-0.204682
1700,8642,Ruweb-nn Ltd,Ruweb-NN Datacenter (Nnov),,http://ruweb-nn.ru,"[{'service': 'website', 'identifier': 'http://ruweb-nn.ru'}]",,,0,0,0,,,Europe,2013-12-11T00:00:00Z,2025-09-26T22:44:48Z,ok,Litvinova 74/31,,Nizhny Novgorod,RU,,,56.315822,43.94762
1702,2853,Wildcard Networks,Reliance House,,http://www.wildcard.net.uk,"[{'service': 'website', 'identifier': 'http://www.wildcard.net.uk'}]",,,10,0,0,,,Europe,2013-12-18T00:00:00Z,2025-09-26T22:44:48Z,ok,Reliance House,Skinnerburn Road,Newcastle upon Tyne,GB,Tyne and Wear,NE4 7AN,54.960971,-1.632163
1714,8736,Optizon Ltd.,Optizon Krasnoyarsk,,http://www.sibir-ix.ru/provider,"[{'service': 'website', 'identifier': 'http://www.sibir-ix.ru/provider'}]",,,3,0,0,info@optizone.ru,+73912233733,Europe,2014-01-20T00:00:00Z,2025-09-26T22:44:49Z,ok,89,ul. Kirenskogo,Krasnoyarsk,RU,Krasnoyarskiy kray,660041,,
1717,118,Colt Technology Services Group,Global Crossing Malmo,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,0,0,1,,,Europe,2014-02-06T00:00:00Z,2025-10-03T00:06:05Z,ok,Skeppsgatan 19,,Malmö,SE,,,55.607973,12.981746
1723,1737,next layer Telekommunikationsdienstleistungs- und Beratungs GmbH,next layer Fleischmarkt,,http://www.nextlayer.at,"[{'service': 'website', 'identifier': 'http://www.nextlayer.at'}]",,,3,0,1,,,Europe,2014-02-16T00:00:00Z,2025-09-26T22:44:50Z,ok,Fleischmarkt 19,,Vienna,AT,,1010,48.210551,16.378684
1725,8822,Ukrnames LLC,OneHostPower Datacenter,,https://onehostpower.com/,"[{'service': 'website', 'identifier': 'https://onehostpower.com/'}]",,,0,0,0,,,Europe,2014-02-16T00:00:00Z,2025-09-26T22:44:50Z,ok,"Krasnoshkolnaya embankment, 24",,Kharkiv,UA,,61010,,
1728,18543,SAFE HOSTS INTERNET LLP,Safehosts Cheltenham,,https://www.safehosts.co.uk,"[{'service': 'website', 'identifier': 'https://www.safehosts.co.uk'}]",,,2,0,0,sales@safehosts.co.uk,+441242234567,Europe,2014-02-16T00:00:00Z,2025-09-26T22:44:50Z,ok,Saxon House,Saxon Way,Cheltenham,GB,Gloucester,GL52 6QX,51.89431,-2.059132
1734,8826,Yarnet Ltd.,Yarnet Ltd.,,http://yarnet.ru,"[{'service': 'website', 'identifier': 'http://yarnet.ru'}]",,,0,0,0,,,Europe,2014-02-16T00:00:00Z,2025-09-26T22:44:51Z,ok,"Lisitsyna, 5",,Yaroslavl,RU,,150049,,
1740,1215,iomart Hosting Limited,iomart DC9 Gosport,,http://www.iomart.com,"[{'service': 'website', 'identifier': 'http://www.iomart.com'}]",,,2,0,0,,,Europe,2014-02-22T00:00:00Z,2025-09-26T22:44:52Z,ok,2 Frater Gate Business Park,Aerodrome Road,Gosport,GB,,PO130GW,50.825506,-1.163042
1742,37251,Global technology of Ukraine L.L.C.,Global technology of Ukraine L.L.C.,,http://gtu.net.ua,"[{'service': 'website', 'identifier': 'http://gtu.net.ua'}]",,,0,0,0,,,Europe,2014-02-22T00:00:00Z,2025-09-26T22:44:52Z,ok,Volodymyrska 71,,Khmelnitskiy,UA,KM,29000,,
1753,7350,Wavenet Limited,Wavenet Reading,,http://www.wavenet.co.uk,"[{'service': 'website', 'identifier': 'http://www.wavenet.co.uk'}]",,,2,0,0,,,Europe,2014-03-13T00:00:00Z,2025-10-13T14:22:35Z,ok,1 Transcentral Bennet Road,,Reading,GB,,RG2 0QX,51.425844,-0.97543
1755,8969,eval@iptk.ru,IPTelecom ltd.,,http://www.iptk.ru,"[{'service': 'website', 'identifier': 'http://www.iptk.ru'}]",,,0,0,0,,,Europe,2014-03-20T00:00:00Z,2025-09-26T22:44:53Z,ok,"L.Tolstogo str, 54",,Ulyanovsk,RU,,,54.312,48.39252
1757,8592,Digital Realty,Digital Realty Copenhagen CPH-RS,Interxion Copenhagen RS,https://www.digitalrealty.com/data-centers/copenhagen/carl-jacobsens-vej-20-valby-denmark,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com/data-centers/copenhagen/carl-jacobsens-vej-20-valby-denmark'}]",,,1,0,0,sales@digitalrealty.com,+45044822300,Europe,2014-03-20T00:00:00Z,2025-09-26T22:44:53Z,ok,"Carl Jacobsens Vej 16, 20. st. dør 41, Hf. Stien",2500 Valby,Valby,DK,,2500,55.653658,12.518345
1758,28858,Arelion,Arelion Munich MCN,,https://www.arelion.com,"[{'service': 'website', 'identifier': 'https://www.arelion.com'}]",,,4,0,3,,,Europe,2014-03-20T00:00:00Z,2025-09-26T22:44:53Z,ok,Stuttgarter Str. 2,80807 München,Munich,DE,Oberbayern,80807,48.188208,11.588718
1782,29301,Treefaz,Treefaz Jeûneurs,,https://www.treefaz.fr/,"[{'service': 'website', 'identifier': 'https://www.treefaz.fr/'}]",,,20,0,3,contact@treefaz.fr,+33181806090,Europe,2014-04-07T00:00:00Z,2025-09-26T22:44:55Z,ok,35 RUE DES JEÛNEURS,2E Arrondissement,Paris,FR,Paris,75002,48.869597,2.343833
1783,9060,Viatel Amiens,Viatel Amiens,,,[],,,1,0,0,,,Europe,2014-04-07T00:00:00Z,2025-09-26T22:44:55Z,ok,ZAC etouvie,,Amiens,FR,,80000,,
1784,9061,Somme-numerique DC1,Somme-numerique DC1,,,[],,,2,0,0,,,Europe,2014-04-07T00:00:00Z,2025-09-26T22:44:55Z,ok,rue st fuscien,,Amiens,FR,,80000,,
1785,32785,Penta C.V.,Penta Infra Paris PAR01,,https://penta-infra.com/data-centers/paris,"[{'service': 'website', 'identifier': 'https://penta-infra.com/data-centers/paris'}]",,,12,0,2,sales@penta-infra.fr,,Europe,2014-04-07T00:00:00Z,2025-09-26T22:44:55Z,ok,93 Cours des Petites Ecuries,,Lognes,FR,Seine-et-Marne,77185,48.836897,2.641417
